"chain";"providedId";"gln";"orgNumber";"name";"address";"postcode";"city";"phone";"email";"latitude";"longitude";"hasPost";"openSunday"
"Joker";"7080000878932";"7080000878932";;"Joker Tomrefjord";;"6393";"TOMREFJORD";"71182185";"joker.tomrefjord@joker.no";62.5823430937;6.9311458982;true;false
"Joker";"7080001000370";"7080001000370";;"Joker Selva";;"7318";"AGDENES";"72491350";"joker.selva@joker.no";63.6151443078;9.7260065266;true;false
"Joker";"7080001393014";"7080001393014";;"Joker Sandvikstorget";"Sandvikstorget 11";"5036";"BERGEN";"47666111";"joker.sandvikstorget@joker.no";60.4084137441;5.3228807571;false;false
"Joker";"7080003817549";"7080003817549";;"Joker Agentgaten";"Agentgaten 1";"1607";"FREDRIKSTAD";"93433338";"joker.agentgaten@joker.no";59.2126390844;10.9361531086;false;true
"Joker";"7080000009657";"7080000009657";;"Joker Eidfjord";"Riksvegen 22";"5783";"EIDFJORD";"53665182";"joker.eidfjord@joker.no";60.4661408692;7.0693881522;true;false
"Joker";"7080001269555";"7080001269555";;"Joker Vannvåg";;"9135";"VANNVÅG";"77749200";"joker.vannvag@joker.no";70.0719742714;19.9974111918;true;false
"Joker";"7080001155308";"7080001155308";;"Joker Theresesgate";"Theresesgate 7";"0358";"OSLO";"45618151";"joker.theresesgate@joker.no";59.9314054056;10.7338519765;false;true
"Joker";"7080001314323";"7080001314323";;"Joker Rælingen";"Nedre Rælingsvei 157";"2005";"RÆLINGEN";"63830339";"joker.ralingen@joker.no";59.9455569047;11.0483798297;false;true
"Joker";"7080003804303";"7080003804303";;"Joker Langhus";"Regnbuveien 2";"1405";"LANGHUS";"64865210";"joker.langhus@joker.no";59.7717389066;10.8493271159;false;true
"Joker";"7080000011575";"7080000011575";;"Joker Lesja";"Jakup B. Klukstadsveg 44";"2665";"LESJA";"61243248";"joker.lesja@joker.no";62.118067696;8.860783028;true;false
"Joker";"7080001386368";"7080001386368";;"Joker Bjoneroa";" ";"3522";"BJONEROA";"61338022";"joker.bjoneroa@joker.no";60.5180892009;10.2937679395;true;false
"Joker";"7080001393250";"7080001393250";;"Joker Ombo";;"4187";"OMBO";"51710111";"joker.ombo@joker.no";59.2354707278;5.9384171299;false;false
"Joker";"7080001406035";"7080001406035";;"Joker Tiedemannsbyen";"Sigurd Hoelsvei 41/43";"0655";"OSLO";"22190010";"joker.tiedemannsbyen@joker.no";59.9175825452;10.787212138;false;true
"Joker";"7080003873392";"7080003873392";;"Joker Tangen";"Tangen 14";"4608";"KRISTIANSAND S";"38100310";"joker.tangen@joker.no";58.1470100001;8.0078527017;false;true
"Joker";"7080001414665";"7080001414665";;"Joker Festa";"Festavegen 11";"7340";"OPPDAL";"72423289";"joker.festa@joker.no";62.6167066172;9.4849609758;false;true
"Joker";"7080000018536";"7080000018536";;"Joker Sjursnes";"Stordalstrandveien 112";"9030";"SJURSNES";"77691200";"joker.sjursnes@joker.no";69.5320064682;19.6401894345;false;false
"Joker";"7080000016822";"7080000016822";;"Joker Haugsvik";"HAUGSVIK";"5713";"VOSSESTRAND";"56520191";"joker.haugsvik@joker.no";60.8036034852;6.6500573703;false;true
"Joker";"7080001245665";"7080001245665";;"Joker Vestnes";"Speiderveien 4";"4514";"MANDAL";"38262339";"joker.vestnes@joker.no";58.0272663884;7.4420420979;true;false
"Joker";"7080003480729";"7080003480729";;"Joker Toftes Gate";"Toftes gate 12";"0556";"OSLO";"22380702";"joker.toftes.gate@joker.no";59.9294812434;10.7612494368;false;true
"Joker";"7080000016679";"7080000016679";;"Joker Vats";"Knapphus";"5576";"ØVRE VATS";"52765946";"joker.vats@joker.no";59.5299153707;5.6885735727;false;false
"Joker";"7080001106102";"7080001106102";;"Joker Flesberg";"Numedalsvegen 2937";"3620";"FLESBERG";"32760280";"joker.flesberg@joker.no";59.8633789128;9.4278094632;true;false
"Joker";"7080003517463";"7080003517463";;"Joker Bygdøy Alle";"Bydgøy alle 65";"0265";"OSLO";"45614920";"joker.bygdoy.alle@joker.no";59.9189977515;10.7031689452;false;true
"Joker";"7080001395933";"7080001395933";;"Joker Klevbakken";"Klevbakken 91";"2345";"ÅDALSBRUK";"45806106";"joker.klevbakken@joker.no";60.7871064683;11.3205885966;true;false
"Joker";"7080000736935";"7080000736935";;"Joker Klokkarstua";"Gamle Kirkevei 2";"3490";"KLOKKARSTUA";"32798010";"joker.klokkarstua@joker.no";59.6141592291;10.4618714719;false;false
"Joker";"7080000050352";"7080000050352";;"Joker Finnås";"Kanalvegen 3";"5437";"FINNÅS";"53425301";"joker.finnas@joker.no";59.739829249;5.2330904289;false;false
"Joker";"7080000006120";"7080000006120";;"Joker Henningsvær";"Dreyers gate 59";"8312";"HENNINGSVÆR";"76074662";"joker.henningsver@joker.no";68.1534839883;14.2015510376;true;false
"Joker";"7080003827937";"7080003827937";;"Joker Ilevollen";"Ilevollen 2";"7018";"TRONDHEIM";"73533353";"joker.ilevollen@joker.no";63.4300585674;10.3731601812;false;true
"Joker";"7080001402419";"7080001402419";;"Joker Gjekstad";"Lahellveien 5";"3218";"SANDEFJORD";"90858459";"joker.gjekstad@joker.no";59.1278897239;10.2743696659;false;false
"Joker";"7080001244682";"7080001244682";;"Joker Holvika";"Skjærgårdsveien 1";"4879";"GRIMSTAD";"37041675";"joker.holvika@joker.no";58.3225506988;8.5696383503;false;false
"Joker";"7080003890467";"7080003890467";;"Joker Sandane";"Sørstrandvegen 9";"6823";"SANDANE";"92068736";"joker.sandane@joker.no";61.7766680429;6.2158540672;false;true
"Joker";"7080001402426";"7080001402426";;"Joker Skaiaa";"Ivelandsveien 138";"4724";"IVELAND";"37962176";"joker.skaia@joker.no";58.3882399212;7.9097290517;false;true
"Joker";"7080001386139";"7080001386139";;"Joker Søfteland";"Søfteland";"5207";"SØFTELAND";"56307390";"joker.softeland@joker.no";60.2382288656;5.4420530459;true;true
"Joker";"7080001415532";"7080001415532";;"Joker Foseid";"Elgvegen 13";"2406";"ELVERUM";"92407337";"joker.foseid@joker.no";60.8867032302;11.5376363631;false;true
"Joker";"7080001375256";"7080001375256";;"Joker Grunerløkka";"Seilduksgata 19";"0553";"OSLO";"45873076";"joker.grunerlokka@joker.no";59.9253844993;10.759820429;false;true
"Joker";"7080001171780";"7080001171780";;"Joker Holmenhavna";"Gaupefaret 4";"0773";"OSLO";"47976297";"joker.holmenhavna@joker.no";59.9515059064;10.6797326617;false;true
"Joker";"7080000507849";"7080000507849";;"Joker Viksdalen";"Viksdalen";"6978";"VIKSDALEN";"57719800";"joker.viksdalen@joker.no";61.3500152653;6.1184199186;true;false
"Joker";"7080000029488";"7080000029488";;"Joker Stonglandseidet";"Skrolsvikveien 7";"9392";"STONGLANDSEIDET";"77854512";"joker.stonglandseidet@joker.no";69.0838485761;17.1721497031;true;false
"Joker";"7080001390532";"7080001390532";;"Joker Ravnkollen";"Ravnkollbakken 64";"0971";"OSLO";"22251195";"joker.ravnkollen@joker.no";59.9682604576;10.8917336996;false;true
"Joker";"7080003824806";"7080003824806";;"Joker Tollbugata";"Tollbugata 24";"0157";"OSLO";"22413186";"joker.tollbugata@joker.no";59.9109132816;10.7417428733;false;true
"Joker";"7080001396442";"7080001396442";;"Joker Farsund";"Brogaten 2";"4550";"FARSUND";"38390326";"joker.farsund@joker.no";58.0952719064;6.8052903196;false;false
"Joker";"7080003833723";"7080003833723";;"Joker Iveland";"Åkle 1";"4724";"IVELAND";"47630978";"joker.iveland@joker.no";58.4545937269;7.9167819267;true;false
"Joker";"7080001401764";"7080001401764";;"Joker Gruegata";"Gruegaten 23";"0652";"OSLO";"22571518";"joker.gruegata@joker.no";59.9128048687;10.7743213994;false;true
"Joker";"7080001401610";"7080001401610";;"Joker Folkestad";"Vestlia 1";"1592";"VÅLER I ØSTFOLD";"45976101";"joker.folkestad@joker.no";59.4902693113;10.8486209509;false;false
"Joker";"7080001175641";"7080001175641";;"Joker Larsnes";"Sentrum";"6084";"LARSNES";"70028037";"joker.larsnes@joker.no";62.2068980406;5.5706465444;false;false
"Joker";"7080003837059";"7080003837059";;"Joker Ski";"Åsenveien 1";"1400";"SKI";"45973974";"joker.ski@joker.no";59.7180362703;10.8371678106;false;true
"Joker";"7080001238070";"7080001238070";;"Joker Nerskogen";"Rennebu";"7393";"RENNEBU";"91626523";"joker.nerskogen@joker.no";62.7797357883;9.6002193332;false;true
"Joker";"7080003858726";"7080003858726";;"Joker Linderudsletta";"Linderudsletta 13";"0597";"OSLO";"45475559";"joker.linderudsletta@joker.no";59.9458427626;10.8441020453;false;true
"Joker";"7080000450992";"7080000450992";;"Joker Tingnes";"Tingnesvegen 792";"2350";"NES PÅ HEDMARKEN";"62353252";"joker.tingnes@joker.no";60.7625096815;10.9402491688;true;true
"Joker";"7080000378067";"7080000378067";;"Joker Virik";"Pukkestadveien 36";"3208";"SANDEFJORD";"33462660";"joker.virik@joker.no";59.1277048916;10.2142438468;false;false
"Joker";"7080001215606";"7080001215606";;"Joker Ryfoss";"Ryfossvegen 100";"2973";"RYFOSS";"61368077";"joker.ryfoss@joker.no";61.1375918113;8.8217474026;true;false
"Joker";"7080000546121";"7080000546121";;"Joker Fiksdal";"Nakkedalsvegen 2";"6394";"FIKSDAL";"71182346";"joker.fiksdal@joker.no";62.6192643348;6.8524093783;true;false
"Joker";"7080001219956";"7080001219956";;"Joker Vossestrand";"Myrkdalsvegen 3";"5713";"VOSSESTRAND";"56522408";"joker.vossestrand@joker.no";60.7922102494;6.5091385853;true;false
"Joker";"7080001219932";"7080001219932";;"Joker Opheim";"OPHEIM";"5713";"VOSSESTRAND";"56522505";"joker.opheim@joker.no";60.791469149;6.5741620309;false;false
"Joker";"7080000553495";"7080000553495";;"Joker Dagali";"Dagalivegen 150";"3588";"DAGALI";"32093714";"joker.dagali@joker.no";60.4110660576;8.4410600218;true;false
"Joker";"7080001266080";"7080001266080";;"Joker Ljan";"Von Øtkens vei 1";"1169";"OSLO";"22612910";"joker.ljan@joker.no";59.8488103703;10.7876131224;false;false
"Joker";"7080001272821";"7080001272821";;"Joker Egedahl";;"3629";"NORE";"32745152";"joker.egedahl@joker.no";60.1686649904;9.0108496512;true;false
"Joker";"7080001180461";"7080001180461";;"Joker Skaland";"Bergsfjordveien 1784";"9385";"SKALAND";"77858400";"joker.skaland@joker.no";69.4445580149;17.2977764123;true;false
"Joker";"7080001166809";"7080001166809";;"Joker Stamsund";"J.M. Johansens vei 151";"8340";"STAMSUND";"76089150";"joker.stamsund@joker.no";68.1303394119;13.8491253063;true;true
"Joker";"7080001064068";"7080001064068";;"Joker Austein";"Brensholmvegen 169";"9118";"BRENSHOLMEN";"77640520";"joker.austein@joker.no";69.5999920311;18.0432470786;false;false
"Joker";"7080000004256";"7080000004256";;"Joker Grue Finnskog";"Finnskogveien 2490";"2256";"GRUE FINNSKOG";"62945567";"joker.grue.finnskog@joker.no";60.4189138553;12.4038632758;true;true
"Joker";"7080000024308";"7080000024308";;"Joker Visperud";"Solheimveien 29";"1473";"LØRENSKOG";"67906514";"joker.visperud@joker.no";59.9337957616;10.9383712374;false;false
"Joker";"7080001219826";"7080001219826";;"Joker Ila";"Claus Riis gate 4";"0457";"OSLO";"22379010";"joker.ila@joker.no";59.9310054057;10.7532989992;false;true
"Joker";"7080001198503";"7080001198503";;"Joker Meaksmoen";"Langkåsvn. 15";"3675";"NOTODDEN";"35011111";"joker.meaksmoen@joker.no";59.5717014435;9.2602441117;false;true
"Joker";"7080000608867";"7080000608867";;"Joker Larkollen";"Skoglyv 1";"1560";"LARKOLLEN";"69263089";"joker.larkollen@joker.no";59.3273693955;10.6797223073;true;false
"Joker";"7080000928491";"7080000928491";;"Joker Ogna";"Nordsjøvegen 4330";"4364";"SIREVÅG";"40556736";"joker.ogna@joker.no";58.5192655475;5.8058630992;false;true
"Joker";"7080000024889";"7080000024889";;"Joker Botnhamn";"Botnhamnveien 797";"9373";"BOTNHAMN";"77848500";"joker.botnhamn@joker.no";69.508839823;17.9019190466;false;false
"Joker";"7080000570768";"7080000570768";;"Joker Korssund";"Korssund";"6964";"KORSSUND";"57737535";"joker.korssund@joker.no";61.2542817768;4.9919507091;false;false
"Joker";"7080001063870";"7080001063870";;"Joker Ankertorget -Oslo";"Storgata 95";"0182";"OSLO";"91660097";"joker.ankertorget@joker.no";59.9176442445;10.7556554491;false;true
"Joker";"7080001247447";"7080001247447";;"Joker Bergseng";"Bergsengveien 27";"9403";"HARSTAD";"77069300";"joker.bergseng@joker.no";68.8115127158;16.5074495808;true;true
"Joker";"7080001298661";"7080001298661";;"Joker Haukeligrend";"Gugardsvegen 2";"3895";"EDLAND";"90921173";"joker.haukeligrend@joker.no";59.7350778472;7.5524314319;false;true
"Joker";"7080003405777";"7080003405777";;"Joker Høybråten";"Høybråtenveien 51";"1086";"OSLO";"22101122";"joker.hoybraten@joker.no";59.944099588;10.9177403111;true;true
"Joker";"7080000004058";"7080000004058";;"Joker Drevsjø";"Moalia 4";"2443";"DREVSJØ";"62456800";"joker.drevsjo@joker.no";61.8910522153;12.0298794931;true;true
"Joker";"7080001070151";"7080001070151";;"Joker Helgøysund";"Helgøysund";"4174";"SJERNARØY";"51710374";"joker.helgoysund@joker.no";59.2272805984;5.8360852492;true;false
"Joker";"7080000058150";"7080000058150";;"Joker Vikedal";"Holmen 2";"5583";"VIKEDAL";"52760178";"joker.vikedal@joker.no";59.4980349166;5.9023753396;false;false
"Joker";"7080003329691";"7080003329691";;"Joker Jarlsø";"Jarlsøveien 50";"3124";"TØNSBERG";"40076058";"joker.jarlso@joker.no";59.2461513329;10.4737902307;false;true
"Joker";"7080001250393";"7080001250393";;"Joker Kalbakken";"Nedre Kalbakkvei 2-4";"0950";"OSLO";"21043061";"joker.kalbakken@joker.no";59.9514223914;10.8671285876;false;true
"Joker";"7080000004614";"7080000004614";;"Joker Nerlandsøy";;"6098";"NERLANDSØY";"70088514";"joker.nerlandsoy@joker.no";62.3461848416;5.6019160615;false;false
"Joker";"7080000964604";"7080000964604";;"Joker Flekke";"Flekke";"6968";"FLEKKE";"91999126";"joker.flekke@joker.no";61.3157950351;5.3634111375;true;false
"Joker";"7080001235239";"7080001235239";;"Joker Mesnali";"Gruva 1";"2610";"MESNALI";"62363233";"joker.mesnali@joker.no";61.103543907;10.6973698558;true;true
"Joker";"7080001125677";"7080001125677";;"Joker Torpa";"Nord-Torpvegen 681";"2880";"NORD-TORPA";"61119523";"joker.torpa@joker.no";60.9997367017;10.0169595314;false;true
"Joker";"7080001125660";"7080001125660";;"Joker Etnedal";"Etnedalsvegen, Steinsetbygda";"2890";"ETNEDAL";"61120124";"joker.etnedal@joker.no";60.9334853359;9.6333062519;false;false
"Joker";"7080001221669";"7080001221669";;"Joker Hanøy";"Hanøyvegen 405";"5310";"HAUGLANDSHELLA";"56145214";"joker.hanoy@joker.no";60.4496174137;5.0916429128;false;false
"Joker";"7080000002740";"7080000002740";;"Joker Eidsvik";"Klostervegen 132";"5455";"HALSNØY KLOSTER";"53476480";"joker.eidsvik@joker.no";59.7908118828;5.6807885874;false;false
"Joker";"7080003406101";"7080003406101";;"Joker Naustdal";"Kalland";"6817";"NAUSTDAL";"95219347";"joker.naustdal@joker.no";61.5742019142;5.8257728167;false;false
"Joker";"7080001253165";"7080001253165";;"Joker Gan";"Fetveien 1202";"1903";"GAN";"63883880";"joker.gan@joker.no";59.8812994335;11.2204604658;true;true
"Joker";"7080003528995";"7080003528995";;"Joker Konnerudgata";"Konnerudgata 33";"3045";"DRAMMEN";"90585558";"joker.konnerudgata@ngbutikk.net";59.7383546157;10.1929979107;false;true
"Joker";"7080003314499";"7080003314499";;"Joker Trosby";"Kjønnøyaveien 7";"3967";"STATHELLE";"35963100";"joker.trosby@joker.no";58.9576591999;9.618715532;false;true
"Joker";"7080001251550";"7080001251550";;"Joker Kyrkjebø";"Kyrkjebø";"6995";"KYRKJEBØ";"57711130";"joker.kyrkjebo@joker.no";61.165068466;5.9386468676;false;false
"Joker";"7080000032136";"7080000032136";;"Joker Vikane";"Vigra";"6040";"VIGRA";"70183770";"joker.vikane@joker.no";62.5581920126;6.0696431026;false;false
"Joker";"7080003586698";"7080003586698";;"Joker Strømmen";"Strømsveien 125";"2010";"STRØMMEN";"67799044";"joker.strommen@joker.no";59.9574719382;11.0171056387;false;true
"Joker";"7080000788538";"7080000788538";;"Joker Byrknesøy";"Søre Garden 4";"5970";"BYRKNESØY";"57782202";"joker.byrknesoy@joker.no";60.898626571;4.8380344658;true;false
"Joker";"7080000997190";"7080000997190";;"Joker Skarsmo";;"5763";"SKARE";"53645111";"joker.skarsmo@joker.no";59.9358098924;6.5874190882;false;false
"Joker";"7080001164614";"7080001164614";;"Joker Haugsvær";"Haugsværtunet";"5983";"HAUGSVÆR";"56366350";"joker.haugsvar@joker.no";60.8969501785;5.519438464;true;false
"Joker";"7080000051991";"7080000051991";;"Joker Holt";;"9334";"ØVERBYGD";"77838646";"joker.holt@joker.no";69.0165919321;19.4140811472;false;false
"Joker";"7080001245153";"7080001245153";;"Joker Tuddal";"Tuddalsvegen 2070";"3697";"TUDDAL";"35024105";"joker.tuddal@joker.no";59.7509965841;8.798151614;false;false
"Joker";"7080001410124";"7080001410124";;"Joker Tørdal";"Tørdal";"3750";"DRANGEDAL";"35998236";"joker.tordal@joker.no";59.1511062085;8.8127233989;false;false
"Joker";"7080000005727";"7080000005727";;"Joker Julebygda";"Julabygdtunet 2a";"4312";"SANDNES";"51671111";"joker.julebygda@joker.no";58.8321097054;5.6625854048;false;false
"Joker";"7080003534910";"7080003534910";;"Joker Carl Berner";"Trondheimsveien 100";"0565";"OSLO";"47977873";"Joker.Carl.berner@joker.no";59.9250315897;10.7747416403;false;true
"Joker";"7080000016839";"7080000016839";;"Joker Gudvangen";;"5747";"GUDVANGEN";"57633931";"joker.gudvangen@joker.no";60.879230657;6.8434544571;true;true
"Joker";"7080000018741";"7080000018741";;"Joker Rundhaug";"Rundhaug";"9336";"RUNDHAUG";"77837328";"joker.rundhaug@joker.no";69.0202608963;18.8992402288;false;false
"Joker";"7080000594689";"7080000594689";;"Joker Ølve";"Ølvesvegen 523";"5637";"ØLVE";"53489194";"joker.olve@joker.no";60.0098289022;5.8059480413;true;false
"Joker";"7080000009275";"7080000009275";;"Joker Bulandet";"Bulandet";"6987";"BULANDET";"57732144";"joker.bulandet@joker.no";61.2859283001;4.6326447116;true;false
"Joker";"7080000024513";"7080000024513";;"Joker Langvik - Gml.Fredrikstad";"Anton Rosings vei 10";"1637";"GAMLE FREDRIKSTAD";"69322448";"joker.langvik@joker.no";59.2103645841;10.9834941363;false;true
"Joker";"7080001264895";"7080001264895";;"Joker Ruseløkka";"Løkkeveien 11";"0253";"OSLO";"22558900";"joker.ruselokka@joker.no";59.9138837288;10.7249199257;false;true
"Joker";"7080001414641";"7080001414641";;"Joker Ålen";"GRAFTÅSVEGEN 5";"7380";"ÅLEN";"72415115";"joker.alen@joker.no";62.8424437861;11.3013148612;false;false
"Joker";"7080001285050";"7080001285050";;"Joker Risør";"Carstensens gate 1";"4950";"RISØR";"37150979";"joker.risor@joker.no";58.720894178;9.2323320412;false;true
"Joker";"7080001414634";"7080001414634";;"Joker Engelsviken";"Johnseveien 4";"1628";"ENGELSVIKEN";"47463897";"joker.engelsviken@joker.no";59.2532434891;10.738567017;false;true
"Joker";"7080001238186";"7080001238186";;"Joker Skeikampen";"Segalstadseterveien 62a";"2652";"SVINGVOLL";"61223111";"joker.skeikampen@joker.no";61.3359036592;10.0919379847;false;true
"Joker";"7080003887597";"7080003887597";;"Joker Onarheim";"Onarheimsvegen 317";"5694";"ONARHEIM";"0";"joker.onarheim@joker.no";59.9481660455;5.6281923393;false;false
"Joker";"7080003878427";"7080003878427";;"Joker Oslo Bussterminal";"Schweigaardsgate 6";"0185";"OSLO";"47636371";"joker.oslo.bussterminal@joker.no";59.9119122448;10.7564421383;false;true
"Joker";"7080000909100";"7080000909100";;"Joker Ullerøy";"Ullerøyveien 526";"1747";"SKJEBERG";"69169187";"joker.ulleroy@joker.no";59.1626010461;11.1439796276;false;false
"Joker";"7080000993857";"7080000993857";;"Joker Vaset";"Panoramaveien 901";"2960";"RØN";"61363055";"joker.vaset@joker.no";60.995990278;8.9888910056;false;true
"Joker";"7080000014491";"7080000014491";;"Joker Westgaard";"Ole Halvorsensvei 914";"3788";"STABBESTAD";"35987279";"joker.westgaard@joker.no";58.7920883462;9.3724685975;false;false
"Joker";"7080001054632";"7080001054632";;"Joker Gibostad";"Gisundveien 21";"9372";"GIBOSTAD";"77847500";"joker.gibostad@joker.no";69.3533407404;18.0778193712;true;false
"Joker";"7080001266882";"7080001266882";;"Joker Matrix";"Seljestadvegen 11";"9406";"HARSTAD";"77040000";"joker.matrix@joker.no";68.7925445806;16.5309409561;false;true
"Joker";"7080001295820";"7080001295820";;"Joker Vrådal";"Vråliosvegen 50";"3853";"VRÅDAL";"35056112";"joker.vradal@joker.no";59.3256877614;8.4844139694;true;false
"Joker";"7080000615230";"7080000615230";;"Joker Sørvær";"Havnveien 9";"9595";"SØRVÆR";"78452123";"joker.sorvar@joker.no";70.6299383871;21.9816076486;true;false
"Joker";"7080001415334";"7080001415334";;"Joker Glemmen";"Lislebyveien 52";"1604";"FREDRIKSTAD";"69312358";"joker.glemmen@joker.no";59.2133506591;10.9590411635;false;true
"Joker";"7080001311995";"7080001311995";;"Joker Storjord";"Storjord";"8275";"STORJORD I TYSFJORD";"75773219";"joker.storjord@joker.no";68.1932521395;16.0259709779;false;false
"Joker";"7080001415983";"7080001415983";;"Joker Kannik";"Olav V's gate 13";"4005";"STAVANGER";"51526500";"joker.kannik@joker.no";58.96622337;5.7309797212;false;true
"Joker";"7080001312459";"7080001312459";;"Joker Vingar";"Pinnikveien 2";"2608";"LILLEHAMMER";"61255028";"joker.vingar@joker.no";61.1049909166;10.4330231584;true;false
"Joker";"7080001182847";"7080001182847";;"Joker Jelsagaten";"Jelsagata 1";"4012";"STAVANGER";"51522391";"joker.jelsagaten@joker.no";58.9674108172;5.7405444994;false;true
"Joker";"7080001270414";"7080001270414";;"Joker Dælenenggata";"Dælenenggata 38";"0567";"OSLO";"47463897";"joker.dalenenggata@joker.no";59.9285731046;10.76739898;false;false
"Joker";"7080001272814";"7080001272814";;"Joker Røyneberg";"Hellestubben 4";"4052";"RØYNEBERG";"51655932";"joker.royneberg@joker.no";58.9116961925;5.6765179101;true;false
"Joker";"7080001271886";"7080001271886";;"JOKER LILAND";"LILANDVN. 210";"8534";"LILAND";"76984130";"joker.liland@joker.no";68.4766587815;16.8849498976;false;false
"Joker";"7080001278458";"7080001278458";;"Joker Breivikbotn";"Strandgt. 21";"9593";"BREIVIKBOTN";"95338112";"joker.breivikbotn@joker.no";70.5893181374;22.282972953;true;false
"Joker";"7080001283230";"7080001283230";;"Joker Bjordal";"Bjordal";"5962";"BJORDAL";"57710188";"joker.bjordal@joker.no";61.0770751337;5.832292554;true;false
"Joker";"7080001285319";"7080001285319";;"Joker Blaker";"Vesthagan I Hogset";"1925";"BLAKER";"63828021";"joker.blaker@joker.no";59.9774316278;11.3624493552;true;true
"Joker";"7080001091200";"7080001091200";;"Joker Torvikbukt";"Torvikvegen 5";"6639";"TORVIKBUKT";"71293729";"joker.torvikbukt@joker.no";62.9431685696;7.8568435878;true;false
"Joker";"7080001115036";"7080001115036";;"Joker Amundsen";"Hofvegen 261";"2266";"ARNEBERG";"62954000";"joker.amundsen@joker.no";60.5531403693;12.0222790002;true;false
"Joker";"7080001080228";"7080001080228";;"Joker Utne";"Utne";"5779";"UTNE";"53666941";"joker.utne@joker.no";60.4241733335;6.6209551991;true;false
"Joker";"7080001118457";"7080001118457";;"Joker Nes Verk";"Nesverkveien 234";"4934";"NES VERK";"37161339";"joker.nesverk@joker.no";58.6279922302;8.8552264308;false;false
"Joker";"7080003641540";"7080003641540";;"Joker Festningen";"Tyholtveien 26";"7052";"TRONDHEIM";"45835251";"joker.festningen@joker.no";63.4258121212;10.4173218316;false;true
"Joker";"7080001262570";"7080001262570";;"Joker Adamstuen";"Ullevålsveien 95";"0359";"OSLO";"47462778";"joker.adamstuen@joker.no";59.9329578126;10.7333100655;false;true
"Joker";"7080001216047";"7080001216047";;"Joker Billingstad";"Åstadv 1";"1396";"BILLINGSTAD";"47976308";"joker.billingstad@joker.no";59.8752849535;10.4810012306;false;true
"Joker";"7080003338853";"7080003338853";;"Joker Birtavarre";"Stiger Pettersensvei 1";"9147";"BIRTAVARRE";"77716990";"joker.birtavarre@joker.no";69.4941915164;20.8310817415;false;true
"Joker";"7080001247188";"7080001247188";;"Joker Briskeby";"Briskebyveien 22A";"0259";"OSLO";"22442200";"joker.briskeby@joker.no";59.9195518328;10.7183797321;false;true
"Joker";"7080001041212";"7080001041212";;"Joker Brustadbua";"Ullandhaugveien 75";"4021";"STAVANGER";"51870824";"kjell.hatletvedt@joker.no";58.9509771258;5.7121050126;false;true
"Joker";"7080003436672";"7080003436672";;"Joker Drammen Togstasjon";"Drammen Stasjon, Strømsø torg 1";"3044";"DRAMMEN";"46656565";"joker.drammen.togstasjon@joker.no";59.7403937793;10.2030899772;false;true
"Joker";"7080000062195";"7080000062195";;"Joker Dramsveien";"Dramsveien 153";"9010";"TROMSØ";"77656185";"joker.dramsveien@joker.no";69.66990441;18.9641679916;false;true
"Joker";"7080001200954";"7080001200954";;"Joker Fayesgate";"Fayesg 4";"0455";"OSLO";"22460732";"joker.fayesgate@joker.no";59.9328314261;10.7413494651;false;true
"Joker";"7080001270100";"7080001270100";;"Joker Fonnes";"Fonnes senter";"5953";"FONNES";"56168760";"joker.fonnes@joker.no";60.8030887781;4.9937720339;true;true
"Joker";"7080001008772";"7080001008772";;"Joker Gamlebyen";"Schweigaardsgt. 53";"0191";"OSLO";"22173717";"joker.gamlebyen@joker.no";59.9086032317;10.7676931185;false;true
"Joker";"7080001162290";"7080001162290";;"Joker Geitmyrsveien";"Geitmyrsveien 54";"0455";"OSLO";"47976296";"joker.geitmyrsveien@joker.no";59.9321860079;10.7413553017;false;true
"Joker";"7080003354600";"7080003354600";;"Joker Gjøvik";"Hunnsvegen 5";"2821";"GJØVIK";"61185169";"joker.gjovik@joker.no";60.7960550462;10.6914502736;false;true
"Joker";"7080001235772";"7080001235772";;"Joker Hasle";"St. Jørgens vei 49";"0662";"OSLO";"91660094";"joker.hasle@joker.no";59.9219916336;10.7971603126;false;true
"Joker";"7080000206902";"7080000206902";;"Joker Haukerød";"Movn 111";"3221";"SANDEFJORD";"33481717";"joker.haukerod@joker.no";59.1477361192;10.1916029669;true;true
"Joker";"7080000978762";"7080000978762";;"Joker Hisøy";"Kirkeveien 57";"4817";"HIS";"37010680";"joker.hisoy@joker.no";58.4459639985;8.7567353757;true;true
"Joker";"7080003353443";"7080003353443";;"Joker Holberg";"Holbergsgt 7";"0166";"OSLO";"21381602";"joker.holberg@joker.no";59.9198716816;10.734880054;false;true
"Joker";"7080001238582";"7080001238582";;"Joker Holmenkollen";"HOLMENKOLLVEIEN 78";"0784";"OSLO";"22499999";"joker.holmenkollen@joker.no";59.9547407749;10.6654299183;false;true
"Joker";"7080001196905";"7080001196905";;"Joker Holmlia";"Hallagerbakken 108";"1256";"OSLO";"40475993";"joker.holmlia@joker.no";59.8413660403;10.7928271608;false;true
"Joker";"7080000051199";"7080000051199";;"Joker Horten";"STORGT.116";"3182";"HORTEN";"33045416";"joker.horten@joker.no";59.4065123367;10.4744180717;false;true
"Joker";"7080001113797";"7080001113797";;"Joker Atnbrua";"Sollia";"2477";"SOLLIA";"62463747";"joker.atnbrua@joker.no";61.8551190081;10.2238422456;false;false
